sgc_lr,sgc_weight_decay,Seconds_mean,Seconds_std,Val_Pooled_F1_mean,Val_Pooled_F1_std,Val_Pooled_PRAUC_mean,Val_Pooled_PRAUC_std,Val_Macro_F1_mean,Val_Macro_F1_std,Val_Macro_PRAUC_mean,Val_Macro_PRAUC_std,OOT_Pooled_F1_mean,OOT_Pooled_F1_std,OOT_Pooled_PRAUC_mean,OOT_Pooled_PRAUC_std,OOT_Macro_F1_mean,OOT_Macro_F1_std,OOT_Macro_PRAUC_mean,OOT_Macro_PRAUC_std,n_seeds
0.01,0.0005,38.014,1.7217328480342147,0.8643386666666667,0.010777236256728058,0.9356300000000001,0.015024008819220011,0.8044396666666667,0.008371732755728218,0.8809130000000001,0.011418001182343589,0.47102333333333335,0.012999170909459288,0.451959,0.03914564651401225,0.2579086666666667,0.008177955816298692,0.289828,0.014382712574476339,3
0.01,0.001,37.781,1.5368562066764724,0.8655393333333334,0.0027996921854613246,0.9370816666666667,0.007678596638275291,0.8109746666666666,0.016945826221619706,0.8780643333333332,0.015764451222079836,0.47069066666666665,0.019177462718861785,0.4345746666666666,0.022171628544906966,0.26066066666666665,0.005620974678232699,0.28151533333333334,0.009586460782443799,3
0.005,0.001,37.844,1.0770742778471685,0.8689353333333334,0.006206097834656963,0.936988,0.006070766755526075,0.8215886666666666,0.012210990227386694,0.8766943333333334,0.016602352012089584,0.4764103333333333,0.0525260564799351,0.4569566666666667,0.07875050441319936,0.254111,0.03541891453729207,0.293588,0.0470419539241303,3
0.005,0.0001,37.239,0.7304498613868033,0.8620106666666668,0.006590734202904378,0.9343516666666667,0.009835905770864893,0.815036,0.01568855216391876,0.8764496666666667,0.015912316120959006,0.4634583333333333,0.03153414058339522,0.4433726666666667,0.050506075321027806,0.24932400000000002,0.021912394392215564,0.28441333333333335,0.03586004205704915,3
0.01,0.0001,37.84866666666667,1.7592740927249915,0.863792,0.007843506804994866,0.9384493333333334,0.005965460278413821,0.813349,0.00803039949193068,0.8758976666666666,0.00522026535085466,0.47728733333333334,0.0026504596456715375,0.466883,0.005720803177876329,0.25438299999999997,0.004432363139455071,0.29681066666666667,0.008257063299583764,3
0.005,0.0005,38.56933333333333,1.3359061843308209,0.8621690000000001,0.0018241137574175408,0.9324096666666666,0.005657497886286282,0.8190256666666667,0.014830730269724856,0.8753116666666667,0.013831511715403082,0.473449,0.040677340436660804,0.4435006666666667,0.05460484280110449,0.2563803333333333,0.02925487394150473,0.288262,0.03619392113325108,3
0.003,0.0001,37.40533333333334,0.8380240648891529,0.8644726666666666,0.005627176941711841,0.9353189999999999,0.009743666712280342,0.8177453333333333,0.011746972560337944,0.8731316666666666,0.02544223072635993,0.451854,0.006104127046515322,0.42915466666666663,0.032899722101156645,0.242916,0.008944871547428731,0.27212200000000003,0.025742860932693554,3
0.003,0.0005,37.13033333333333,0.6397377066683888,0.8638603333333333,0.008059150348103297,0.9286246666666668,0.018231227340289917,0.8158036666666667,0.015910663290175323,0.8729673333333334,0.024078228180938344,0.4511516666666667,0.007829075317898875,0.42694666666666664,0.03647206395768321,0.24263466666666667,0.01066210735892924,0.2727946666666667,0.02860618566557474,3
0.003,0.001,37.19433333333333,0.7657364646752408,0.8627920000000001,0.009379955863435568,0.9278323333333334,0.019361418990697325,0.8164993333333334,0.017122444578194253,0.8715893333333332,0.02716949534557705,0.45095066666666667,0.009962686100311167,0.4306213333333333,0.03229391655301867,0.24078,0.009545745177826614,0.27361033333333334,0.025309036060927582,3
