Step,F1
35,0.9505494505494505
36,0.9696969696969697
37,0.8
38,0.782608695652174
39,0.92
40,0.7127659574468085
41,0.9557522123893806
42,0.8764568764568764
43,0.22857142857142856
44,0.14285714285714285
45,0.0
46,0.6666666666666666
47,0.0
48,0.5769230769230769
49,0.8932038834951457
