Sweep,Representation,tau,n_illicit,n_matched,seed,mmd2,perm_p,separable,Low_Confidence
BB: Label-Cond Separability Raw-vs-Prop,Raw,24,137,137,9,0.07169208924499659,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,0,0.07569941649288192,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,1,0.07767451142921877,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,2,0.08688752908154962,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,3,0.08581816975746337,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,4,0.07325402517484036,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,5,0.08404199989799377,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,6,0.08964750167657587,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,7,0.07125540065438973,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,8,0.07304436049763097,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,25,118,118,9,0.06416676494215223,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,0,0.03368137802416826,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,1,0.03714135440206667,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,2,0.03205862112450841,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,3,0.027941141206843323,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,4,0.021100228477675786,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,5,0.02966837301417602,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,6,0.025474211906098,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,7,0.03270235466032467,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,8,0.028977709245803673,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,26,96,96,9,0.023329597824524928,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,0,0.06742393832851246,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,1,0.12022833189338411,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,2,0.10212589575057396,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,3,0.09647613573072644,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,4,0.13686858466301888,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,5,0.09069644051856218,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,6,0.08848889104788649,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,7,0.07833602324689837,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,8,0.08383682698781558,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,27,24,24,9,0.07317466291536134,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,0,0.1780877751600085,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,1,0.1870684081685665,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,2,0.17613039313903567,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,3,0.1449895476308154,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,4,0.17190681859424806,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,5,0.17339141307049788,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,6,0.1583658977676563,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,7,0.1972391556757449,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,8,0.19677484057342154,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,28,85,85,9,0.17253687661118744,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,0,0.06372047537961811,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,1,0.06125713803992783,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,2,0.069418135868347,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,3,0.060165546425021255,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,4,0.06801308635091496,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,5,0.07051618545156302,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,6,0.06566438887688308,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,7,0.0679450093065459,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,8,0.06994158911844339,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,29,329,329,9,0.061982874826174816,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,0,0.12996658876496014,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,1,0.1366602273882238,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,2,0.10416064285381332,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,3,0.13571162149599125,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,4,0.1247856412103785,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,5,0.13422943466705917,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,6,0.12580677555912434,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,7,0.1169573763953966,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,8,0.12040893317489432,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,30,83,83,9,0.14210737639990167,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,0,0.04560214172399979,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,1,0.06139382143727978,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,2,0.047583468114195115,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,3,0.06117674464873191,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,4,0.07348113639970966,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,5,0.06069103014952426,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,6,0.054544242024734846,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,7,0.04847582807325068,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,8,0.03896525519959515,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,31,106,106,9,0.05118021340396095,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,0,0.045772495034060556,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,1,0.045471141919472435,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,2,0.046436532362977845,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,3,0.04410950243553735,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,4,0.04373660710080163,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,5,0.04284452101668812,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,6,0.04395714455978128,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,7,0.042564768166238665,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,8,0.046111896356889615,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,32,342,342,9,0.048935936235621424,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,0,0.11863115727385565,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,1,0.0797690424064883,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,2,0.06541928758941618,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,3,0.07055580096199154,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,4,0.0737898132756043,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,5,0.09022373209373202,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,6,0.11407614864875382,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,7,0.060481820785810214,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,8,0.08037655164435997,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,33,23,23,9,0.09942881111463309,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,0,0.044123392445004406,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,1,0.07505655834159586,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,2,0.07089827621955869,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,3,0.046773562092761845,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,4,0.08650843653517093,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,5,0.06012912546994986,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,6,0.08324922791548017,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,7,0.06357828499032814,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,8,0.07405631162679271,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,34,37,37,9,0.07971247904386525,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,0,0.060420851813458354,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,1,0.0692578728977673,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,2,0.06024004426827889,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,3,0.06911251631070958,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,4,0.06806644004548956,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,5,0.07078649293939754,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,6,0.06971049113682426,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,7,0.07574375907092334,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,8,0.07156132781538305,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,35,182,182,9,0.06503560284785892,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,0,0.08129616182444988,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,1,0.07093795111501722,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,2,0.07932496740698158,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,3,0.079982478205602,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,4,0.07129982424405057,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,5,0.09468112795292738,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,6,0.06965558343844847,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,7,0.08904448518373376,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,8,0.06286370929106821,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,36,33,33,9,0.07531461657706107,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,0,0.060948631322298885,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,1,0.098455603295865,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,2,0.055200486290408524,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,3,0.056155042447366466,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,4,0.061796565935159364,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,5,0.08176501230258748,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,6,0.09923633299412282,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,7,0.06875338604471559,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,8,0.0725034946377201,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,37,40,40,9,0.08088377103919986,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,0,0.09465322990145819,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,1,0.0989194328310612,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,2,0.10611024617483689,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,3,0.10790622846388054,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,4,0.10078936153380091,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,5,0.10735893729023882,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,6,0.10131454374269988,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,7,0.1108412880157903,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,8,0.11022417483453806,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,38,111,111,9,0.10843571854526002,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,0,0.15197424064156895,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,1,0.12366557036948933,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,2,0.15394431624140759,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,3,0.15539347468186082,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,4,0.13415095060132343,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,5,0.14028739115246447,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,6,0.13351062878892672,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,7,0.12933479555200478,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,8,0.13603456892876387,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,39,81,81,9,0.1197133799032315,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,0,0.06692481687394336,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,1,0.07134316142023911,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,2,0.06212346571377658,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,3,0.0751662747334183,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,4,0.09770780483045738,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,5,0.06751689719154941,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,6,0.0690645959734888,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,7,0.08020850211338737,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,8,0.09796857427922356,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,40,112,112,9,0.09584761235469097,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,0,0.05992885830215844,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,1,0.04646758135057616,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,2,0.06458846438079702,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,3,0.060566422796786146,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,4,0.0703032582752221,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,5,0.07306011153920777,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,6,0.06074654015324121,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,7,0.06288496620673967,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,8,0.0591612519424527,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,41,116,116,9,0.06902289530567685,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,0,0.0632715274887996,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,1,0.05918108882612061,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,2,0.055688986491930326,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,3,0.0529281041917129,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,4,0.06060532525889806,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,5,0.05181517680945258,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,6,0.05510505073744376,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,7,0.05437058938984163,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,8,0.05058873374356887,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,42,239,239,9,0.056296318543464174,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,0,0.01876542354842936,0.028971028971028972,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,1,0.03044987174552083,0.006993006993006993,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,2,0.02920819044314449,0.011988011988011988,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,3,0.01541157427181905,0.06293706293706294,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,4,0.041724880394742314,0.002997002997002997,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,5,0.03612886104543578,0.004995004995004995,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,6,0.027718230837664892,0.011988011988011988,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,7,0.01723049049690717,0.030969030969030968,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,8,0.026020429937275935,0.01098901098901099,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,43,24,24,9,0.01683403315210108,0.06493506493506493,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,0,0.025402005578397224,0.008991008991008992,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,1,0.01316952533967819,0.07092907092907093,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,2,0.007094725787432532,0.15584415584415584,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,3,0.004440699284951055,0.23076923076923078,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,4,0.016247819839989797,0.028971028971028972,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,5,0.015519180638327024,0.024975024975024976,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,6,0.005644360977076879,0.1888111888111888,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,7,0.01339796751650102,0.03996003996003996,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,8,0.003037131162750617,0.3066933066933067,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,44,24,24,9,0.012269212250123784,0.04595404595404595,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,0,0.02545803579657191,0.25074925074925075,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,1,4.659552542429779e-05,0.3826173826173826,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,2,-0.023025626778549135,0.7162837162837162,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,3,-0.010587039164892786,0.5604395604395604,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,4,-0.04309229255852731,0.8981018981018981,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,5,-0.04631577061913328,0.9500499500499501,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,6,0.05420059819760725,0.04395604395604396,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,7,0.04870871349084638,0.12187812187812187,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,8,-0.004243192084746328,0.5284715284715285,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,45,5,5,9,0.004382562582319949,0.4205794205794206,0,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,0,0.038805617728907116,0.001998001998001998,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,1,0.04660196687951923,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,2,0.039580981752757705,0.002997002997002997,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,3,0.048307844989596394,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,4,0.09072887336964675,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,5,0.06190706484980635,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,6,0.08317085128883317,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,7,0.03783331669501844,0.000999000999000999,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,8,0.04604180300779159,0.001998001998001998,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,47,22,22,9,0.02673341789618644,0.006993006993006993,1,1
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,0,0.0532289050837742,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,1,0.05654433171695539,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,2,0.048079440774671856,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,3,0.03793255365156134,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,4,0.03753429938046993,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,5,0.044767489759146795,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,6,0.03381031660038225,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,7,0.040797939603740785,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,8,0.054454276232764,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,48,36,36,9,0.030474334018287363,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,0,0.09520839124837654,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,1,0.06786597356333801,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,2,0.09296187404137468,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,3,0.08249594277021743,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,4,0.1072878559319781,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,5,0.10837121775392933,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,6,0.0920426952388238,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,7,0.09231921738803206,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,8,0.09258051353810437,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Raw,49,56,56,9,0.08282986668956815,0.000999000999000999,1,0
BB: Label-Cond Separability Raw-vs-Prop,Prop_k1_Dir0,1,17,17,0,0.02915216624094663,0.02097902097902098,1,1
BB: Label-Cond Separability Raw-vs-Prop,Prop_k1_Dir0,1,17,17,1,0.019281196865191363,0.04595404595404595,1,1
BB: Label-Cond Separability Raw-vs-Prop,Prop_k1_Dir0,1,17,17,2,0.0799869370587466,0.002997002997002997,1,1
