Sweep,Variation,tau,seed,shuffle_flag,M,beta0_total_pers,beta1_total_pers,beta1_max_life,pers_entropy_h0,pers_entropy_h1,wasserstein_h0_to_next,wasserstein_h1_to_next,wasserstein_combined_to_next,mmd2_to_next,Low_Confidence
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,35,4,0,800,,,,,,,,,0.00830841064453125,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,36,4,0,800,,,,,,,,,0.006348013877868652,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,37,4,0,800,,,,,,,,,0.007350444793701172,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,38,4,0,800,,,,,,,,,0.011916399002075195,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,39,4,0,800,,,,,,,,,0.013419091701507568,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,40,4,0,800,,,,,,,,,0.016873478889465332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,41,4,0,800,,,,,,,,,0.0025777816772460938,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,42,4,0,800,,,,,,,,,0.007756710052490234,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,43,4,0,800,,,,,,,,,0.01160287857055664,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,44,4,0,800,,,,,,,,,0.010276198387145996,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,45,4,0,800,,,,,,,,,0.02382117509841919,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,46,4,0,800,,,,,,,,,0.0142439603805542,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,47,4,0,800,,,,,,,,,0.0029436349868774414,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,48,4,0,800,,,,,,,,,0.007565498352050781,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,1,5,0,800,,,,,,,,,0.0044345855712890625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,2,5,0,800,,,,,,,,,0.008974552154541016,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,3,5,0,800,,,,,,,,,0.02050638198852539,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,4,5,0,800,,,,,,,,,0.007737159729003906,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,5,5,0,800,,,,,,,,,0.025063514709472656,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,6,5,0,800,,,,,,,,,0.025954604148864746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,7,5,0,800,,,,,,,,,0.010420680046081543,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,8,5,0,800,,,,,,,,,0.010143399238586426,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,9,5,0,800,,,,,,,,,0.007578372955322266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,10,5,0,800,,,,,,,,,0.006439924240112305,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,11,5,0,800,,,,,,,,,0.008711576461791992,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,12,5,0,800,,,,,,,,,0.01179206371307373,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,13,5,0,800,,,,,,,,,0.009099006652832031,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,14,5,0,800,,,,,,,,,0.0076558589935302734,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,15,5,0,800,,,,,,,,,0.00074005126953125,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,16,5,0,800,,,,,,,,,0.017197012901306152,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,17,5,0,800,,,,,,,,,0.010647058486938477,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,18,5,0,800,,,,,,,,,0.012233734130859375,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,19,5,0,800,,,,,,,,,0.007617950439453125,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,20,5,0,800,,,,,,,,,0.0062181949615478516,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,21,5,0,800,,,,,,,,,0.016652941703796387,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,22,5,0,800,,,,,,,,,0.005745410919189453,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,23,5,0,800,,,,,,,,,0.009943962097167969,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,24,5,0,800,,,,,,,,,0.01969587802886963,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,25,5,0,800,,,,,,,,,0.004285216331481934,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,26,5,0,800,,,,,,,,,0.0073310136795043945,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,27,5,0,800,,,,,,,,,0.006804823875427246,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,28,5,0,800,,,,,,,,,0.005018115043640137,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,29,5,0,800,,,,,,,,,0.006299257278442383,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,30,5,0,800,,,,,,,,,0.008975625038146973,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,31,5,0,800,,,,,,,,,0.0044220685958862305,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,32,5,0,800,,,,,,,,,0.009229779243469238,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,33,5,0,800,,,,,,,,,0.008852362632751465,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,34,5,0,800,,,,,,,,,0.0056798458099365234,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,35,5,0,800,,,,,,,,,0.006807684898376465,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,36,5,0,800,,,,,,,,,0.006816983222961426,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,37,5,0,800,,,,,,,,,0.007104277610778809,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,38,5,0,800,,,,,,,,,0.014360666275024414,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,39,5,0,800,,,,,,,,,0.016813695430755615,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,40,5,0,800,,,,,,,,,0.015316367149353027,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,41,5,0,800,,,,,,,,,0.0017333030700683594,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,42,5,0,800,,,,,,,,,0.00786280632019043,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,43,5,0,800,,,,,,,,,0.010875105857849121,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,44,5,0,800,,,,,,,,,0.012082576751708984,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,45,5,0,800,,,,,,,,,0.022331953048706055,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,46,5,0,800,,,,,,,,,0.012814760208129883,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,47,5,0,800,,,,,,,,,0.003219008445739746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,48,5,0,800,,,,,,,,,0.010751008987426758,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,1,6,0,800,,,,,,,,,0.004805207252502441,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,2,6,0,800,,,,,,,,,0.008765935897827148,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,3,6,0,800,,,,,,,,,0.023767948150634766,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,4,6,0,800,,,,,,,,,0.013424873352050781,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,5,6,0,800,,,,,,,,,0.022056221961975098,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,6,6,0,800,,,,,,,,,0.019496679306030273,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,7,6,0,800,,,,,,,,,0.01096498966217041,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,8,6,0,800,,,,,,,,,0.010218620300292969,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,9,6,0,800,,,,,,,,,0.008744478225708008,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,10,6,0,800,,,,,,,,,0.008220076560974121,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,11,6,0,800,,,,,,,,,0.013779163360595703,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,12,6,0,800,,,,,,,,,0.01251840591430664,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,13,6,0,800,,,,,,,,,0.007784605026245117,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,14,6,0,800,,,,,,,,,0.0058557987213134766,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,15,6,0,800,,,,,,,,,0.0018285512924194336,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,16,6,0,800,,,,,,,,,0.017912864685058594,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,17,6,0,800,,,,,,,,,0.007933974266052246,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,18,6,0,800,,,,,,,,,0.011005520820617676,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,19,6,0,800,,,,,,,,,0.0036858320236206055,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,20,6,0,800,,,,,,,,,0.0070182085037231445,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,21,6,0,800,,,,,,,,,0.007049560546875,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,22,6,0,800,,,,,,,,,0.004773616790771484,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,23,6,0,800,,,,,,,,,0.009920954704284668,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,24,6,0,800,,,,,,,,,0.020521879196166992,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,25,6,0,800,,,,,,,,,0.002736687660217285,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,26,6,0,800,,,,,,,,,0.007547140121459961,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,27,6,0,800,,,,,,,,,0.0078657865524292,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,28,6,0,800,,,,,,,,,0.005106329917907715,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,29,6,0,800,,,,,,,,,0.007104158401489258,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,30,6,0,800,,,,,,,,,0.00784313678741455,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,31,6,0,800,,,,,,,,,0.006217479705810547,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,32,6,0,800,,,,,,,,,0.008459925651550293,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,33,6,0,800,,,,,,,,,0.01008760929107666,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,34,6,0,800,,,,,,,,,0.004758596420288086,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,35,6,0,800,,,,,,,,,0.0053558349609375,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,36,6,0,800,,,,,,,,,0.00636446475982666,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,37,6,0,800,,,,,,,,,0.005804657936096191,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,38,6,0,800,,,,,,,,,0.016764163970947266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,39,6,0,800,,,,,,,,,0.019157230854034424,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,40,6,0,800,,,,,,,,,0.02309393882751465,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,41,6,0,800,,,,,,,,,0.0017490386962890625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,42,6,0,800,,,,,,,,,0.009981155395507812,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,43,6,0,800,,,,,,,,,0.015152215957641602,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,44,6,0,800,,,,,,,,,0.009618639945983887,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,45,6,0,800,,,,,,,,,0.022870659828186035,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,46,6,0,800,,,,,,,,,0.014154314994812012,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,47,6,0,800,,,,,,,,,0.002937912940979004,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,48,6,0,800,,,,,,,,,0.008828163146972656,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,1,7,0,800,,,,,,,,,0.006246089935302734,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,2,7,0,800,,,,,,,,,0.00897514820098877,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,3,7,0,800,,,,,,,,,0.021722912788391113,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,4,7,0,800,,,,,,,,,0.010226845741271973,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,5,7,0,800,,,,,,,,,0.027262449264526367,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,6,7,0,800,,,,,,,,,0.028003931045532227,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,7,7,0,800,,,,,,,,,0.008706808090209961,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,8,7,0,800,,,,,,,,,0.007514595985412598,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,9,7,0,800,,,,,,,,,0.006681919097900391,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,10,7,0,800,,,,,,,,,0.005966544151306152,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,11,7,0,800,,,,,,,,,0.009771466255187988,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,12,7,0,800,,,,,,,,,0.014035463333129883,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,13,7,0,800,,,,,,,,,0.00750124454498291,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,14,7,0,800,,,,,,,,,0.006864428520202637,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,15,7,0,800,,,,,,,,,0.0016965866088867188,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,16,7,0,800,,,,,,,,,0.015830159187316895,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,17,7,0,800,,,,,,,,,0.011718153953552246,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,18,7,0,800,,,,,,,,,0.014563322067260742,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,19,7,0,800,,,,,,,,,0.007259249687194824,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,20,7,0,800,,,,,,,,,0.0062639713287353516,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,21,7,0,800,,,,,,,,,0.012683272361755371,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,22,7,0,800,,,,,,,,,0.005671143531799316,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,23,7,0,800,,,,,,,,,0.007889986038208008,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,24,7,0,800,,,,,,,,,0.017084956169128418,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,25,7,0,800,,,,,,,,,0.0028259754180908203,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,26,7,0,800,,,,,,,,,0.006703853607177734,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,27,7,0,800,,,,,,,,,0.006880402565002441,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,28,7,0,800,,,,,,,,,0.005554556846618652,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,29,7,0,800,,,,,,,,,0.006240248680114746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,30,7,0,800,,,,,,,,,0.007602095603942871,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,31,7,0,800,,,,,,,,,0.007028102874755859,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,32,7,0,800,,,,,,,,,0.011061549186706543,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,33,7,0,800,,,,,,,,,0.00994253158569336,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,34,7,0,800,,,,,,,,,0.004829883575439453,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,35,7,0,800,,,,,,,,,0.0061827898025512695,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,36,7,0,800,,,,,,,,,0.0077828168869018555,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,37,7,0,800,,,,,,,,,0.006699323654174805,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,38,7,0,800,,,,,,,,,0.014530420303344727,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,39,7,0,800,,,,,,,,,0.015592396259307861,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,40,7,0,800,,,,,,,,,0.017745375633239746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,41,7,0,800,,,,,,,,,0.0019178390502929688,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,42,7,0,800,,,,,,,,,0.008318066596984863,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,43,7,0,800,,,,,,,,,0.01504659652709961,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,44,7,0,800,,,,,,,,,0.010144352912902832,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,45,7,0,800,,,,,,,,,0.02692699432373047,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,46,7,0,800,,,,,,,,,0.019118189811706543,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,47,7,0,800,,,,,,,,,0.0028952360153198242,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,48,7,0,800,,,,,,,,,0.007807612419128418,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,1,8,0,800,,,,,,,,,0.004770755767822266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,2,8,0,800,,,,,,,,,0.00885772705078125,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,3,8,0,800,,,,,,,,,0.018837451934814453,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,4,8,0,800,,,,,,,,,0.010389328002929688,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,5,8,0,800,,,,,,,,,0.028518199920654297,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,6,8,0,800,,,,,,,,,0.025081992149353027,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,7,8,0,800,,,,,,,,,0.009223580360412598,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,8,8,0,800,,,,,,,,,0.008892178535461426,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,9,8,0,800,,,,,,,,,0.007344961166381836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,10,8,0,800,,,,,,,,,0.006607532501220703,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,11,8,0,800,,,,,,,,,0.008512616157531738,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,12,8,0,800,,,,,,,,,0.011193394660949707,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,13,8,0,800,,,,,,,,,0.011481285095214844,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,14,8,0,800,,,,,,,,,0.008578896522521973,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,15,8,0,800,,,,,,,,,0.0008503198623657227,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,16,8,0,800,,,,,,,,,0.013344407081604004,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,17,8,0,800,,,,,,,,,0.009042859077453613,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,18,8,0,800,,,,,,,,,0.014218449592590332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,19,8,0,800,,,,,,,,,0.007325291633605957,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,20,8,0,800,,,,,,,,,0.005388617515563965,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,21,8,0,800,,,,,,,,,0.013418793678283691,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,22,8,0,800,,,,,,,,,0.005144715309143066,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,23,8,0,800,,,,,,,,,0.006815433502197266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,24,8,0,800,,,,,,,,,0.019325733184814453,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,25,8,0,800,,,,,,,,,0.003972291946411133,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,26,8,0,800,,,,,,,,,0.0070078372955322266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,27,8,0,800,,,,,,,,,0.007408499717712402,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,28,8,0,800,,,,,,,,,0.004549145698547363,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,29,8,0,800,,,,,,,,,0.004384040832519531,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,30,8,0,800,,,,,,,,,0.008995771408081055,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,31,8,0,800,,,,,,,,,0.004998683929443359,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,32,8,0,800,,,,,,,,,0.008399248123168945,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,33,8,0,800,,,,,,,,,0.008356213569641113,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,34,8,0,800,,,,,,,,,0.004625082015991211,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,35,8,0,800,,,,,,,,,0.006243467330932617,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,36,8,0,800,,,,,,,,,0.005464076995849609,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,37,8,0,800,,,,,,,,,0.0074350833892822266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,38,8,0,800,,,,,,,,,0.01495051383972168,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,39,8,0,800,,,,,,,,,0.015596151351928711,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,40,8,0,800,,,,,,,,,0.020183086395263672,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,41,8,0,800,,,,,,,,,0.0029366016387939453,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,42,8,0,800,,,,,,,,,0.008122444152832031,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,43,8,0,800,,,,,,,,,0.014154434204101562,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,44,8,0,800,,,,,,,,,0.011492252349853516,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,45,8,0,800,,,,,,,,,0.02240431308746338,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,46,8,0,800,,,,,,,,,0.013270139694213867,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,47,8,0,800,,,,,,,,,0.0030694007873535156,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,48,8,0,800,,,,,,,,,0.007131457328796387,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,1,9,0,800,,,,,,,,,0.004557013511657715,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,2,9,0,800,,,,,,,,,0.009997010231018066,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,3,9,0,800,,,,,,,,,0.022017836570739746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,4,9,0,800,,,,,,,,,0.011081695556640625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,5,9,0,800,,,,,,,,,0.022947192192077637,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,6,9,0,800,,,,,,,,,0.02359294891357422,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,7,9,0,800,,,,,,,,,0.009677648544311523,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,8,9,0,800,,,,,,,,,0.008694291114807129,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,9,9,0,800,,,,,,,,,0.009685516357421875,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,10,9,0,800,,,,,,,,,0.007615208625793457,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,11,9,0,800,,,,,,,,,0.008792757987976074,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,12,9,0,800,,,,,,,,,0.013267755508422852,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,13,9,0,800,,,,,,,,,0.010585784912109375,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,14,9,0,800,,,,,,,,,0.00939953327178955,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,15,9,0,800,,,,,,,,,0.0013517141342163086,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,16,9,0,800,,,,,,,,,0.014810562133789062,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,17,9,0,800,,,,,,,,,0.009876728057861328,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,18,9,0,800,,,,,,,,,0.012963533401489258,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,19,9,0,800,,,,,,,,,0.006197690963745117,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,20,9,0,800,,,,,,,,,0.006090879440307617,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,21,9,0,800,,,,,,,,,0.01358795166015625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,22,9,0,800,,,,,,,,,0.003699779510498047,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,23,9,0,800,,,,,,,,,0.007331371307373047,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,24,9,0,800,,,,,,,,,0.018650412559509277,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,25,9,0,800,,,,,,,,,0.0032646656036376953,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,26,9,0,800,,,,,,,,,0.008972644805908203,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,27,9,0,800,,,,,,,,,0.007568836212158203,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,28,9,0,800,,,,,,,,,0.006840825080871582,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,29,9,0,800,,,,,,,,,0.007296562194824219,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,30,9,0,800,,,,,,,,,0.00965726375579834,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,31,9,0,800,,,,,,,,,0.004527568817138672,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,32,9,0,800,,,,,,,,,0.0100477933883667,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,33,9,0,800,,,,,,,,,0.0090562105178833,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,34,9,0,800,,,,,,,,,0.005592823028564453,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,35,9,0,800,,,,,,,,,0.00689244270324707,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,36,9,0,800,,,,,,,,,0.007150888442993164,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,37,9,0,800,,,,,,,,,0.007920980453491211,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,38,9,0,800,,,,,,,,,0.016294240951538086,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,39,9,0,800,,,,,,,,,0.014756381511688232,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,40,9,0,800,,,,,,,,,0.01620328426361084,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,41,9,0,800,,,,,,,,,0.002966642379760742,0
