Sweep,Variation,tau,seed,shuffle_flag,M,beta0_total_pers,beta1_total_pers,beta1_max_life,pers_entropy_h0,pers_entropy_h1,wasserstein_h0_to_next,wasserstein_h1_to_next,wasserstein_combined_to_next,mmd2_to_next,Low_Confidence
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,42,9,0,800,,,,,,,,,0.00840151309967041,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,43,9,0,800,,,,,,,,,0.012706875801086426,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,44,9,0,800,,,,,,,,,0.007786989212036133,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,45,9,0,800,,,,,,,,,0.021919965744018555,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,46,9,0,800,,,,,,,,,0.012906551361083984,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,47,9,0,800,,,,,,,,,0.0029708147048950195,0
TDA: MMD Canary RawFeat Euclid tau=1-49,Base,48,9,0,800,,,,,,,,,0.007422685623168945,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,0,0,24,,,,,,,,,0.009497642517089844,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,0,0,24,,,,,,,,,0.024290919303894043,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,0,0,24,,,,,,,,,-0.0001251697540283203,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,0,0,24,,,,,,,,,0.0027426481246948242,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,0,0,24,,,,,,,,,0.0011054277420043945,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,0,0,24,,,,,,,,,0.035624027252197266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,0,0,24,,,,,,,,,0.010992288589477539,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,0,0,24,,,,,,,,,0.0023044347763061523,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,0,0,24,,,,,,,,,-0.0006513595581054688,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,0,0,24,,,,,,,,,-0.0030525922775268555,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,0,0,24,,,,,,,,,0.002118825912475586,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,0,0,24,,,,,,,,,0.030872106552124023,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,0,0,24,,,,,,,,,0.04959273338317871,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,0,0,24,,,,,,,,,0.12737905979156494,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,0,0,24,,,,,,,,,0.007207632064819336,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,0,0,24,,,,,,,,,0.022063732147216797,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,0,0,24,,,,,,,,,0.018376708030700684,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,0,0,24,,,,,,,,,0.1915583610534668,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,0,0,24,,,,,,,,,0.17763829231262207,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,0,0,24,,,,,,,,,0.05794656276702881,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,0,0,24,,,,,,,,,0.02263164520263672,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,0,0,24,,,,,,,,,0.02100074291229248,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,0,0,24,,,,,,,,,0.006638169288635254,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,0,0,24,,,,,,,,,0.01264047622680664,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,0,0,24,,,,,,,,,0.006030678749084473,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,0,0,24,,,,,,,,,-0.004623293876647949,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,0,0,24,,,,,,,,,0.01614201068878174,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,0,0,24,,,,,,,,,0.01020205020904541,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,0,0,24,,,,,,,,,0.008707284927368164,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,0,0,24,,,,,,,,,0.10909807682037354,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,0,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,0,0,24,,,,,,,,,0.03469115495681763,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,1,0,24,,,,,,,,,0.014945030212402344,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,1,0,24,,,,,,,,,0.03217017650604248,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,1,0,24,,,,,,,,,-0.0007585287094116211,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,1,0,24,,,,,,,,,0.003386974334716797,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,1,0,24,,,,,,,,,0.008744955062866211,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,1,0,24,,,,,,,,,0.05191373825073242,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,1,0,24,,,,,,,,,0.01439976692199707,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,1,0,24,,,,,,,,,-0.004920244216918945,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,1,0,24,,,,,,,,,0.0004197359085083008,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,1,0,24,,,,,,,,,-0.0028765201568603516,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,1,0,24,,,,,,,,,0.0072127580642700195,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,1,0,24,,,,,,,,,0.022815346717834473,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,1,0,24,,,,,,,,,0.06938600540161133,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,1,0,24,,,,,,,,,0.14327621459960938,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,1,0,24,,,,,,,,,0.015282511711120605,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,1,0,24,,,,,,,,,0.015900731086730957,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,1,0,24,,,,,,,,,0.040342092514038086,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,1,0,24,,,,,,,,,0.1351231336593628,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,1,0,24,,,,,,,,,0.10050952434539795,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,1,0,24,,,,,,,,,0.08983397483825684,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,1,0,24,,,,,,,,,0.07694995403289795,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,1,0,24,,,,,,,,,0.009508490562438965,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,1,0,24,,,,,,,,,0.010883331298828125,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,1,0,24,,,,,,,,,0.022659659385681152,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,1,0,24,,,,,,,,,0.016709446907043457,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,1,0,24,,,,,,,,,0.004933476448059082,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,1,0,24,,,,,,,,,-0.0034825801849365234,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,1,0,24,,,,,,,,,0.018990159034729004,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,1,0,24,,,,,,,,,0.0050656795501708984,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,1,0,24,,,,,,,,,0.13332724571228027,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,1,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,1,0,24,,,,,,,,,0.024058759212493896,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,2,0,24,,,,,,,,,0.0014786720275878906,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,2,0,24,,,,,,,,,0.013827681541442871,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,2,0,24,,,,,,,,,0.0007898807525634766,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,2,0,24,,,,,,,,,0.004459857940673828,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,2,0,24,,,,,,,,,0.01265859603881836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,2,0,24,,,,,,,,,0.05918920040130615,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,2,0,24,,,,,,,,,0.02072286605834961,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,2,0,24,,,,,,,,,-0.0015628337860107422,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,2,0,24,,,,,,,,,-0.005270242691040039,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,2,0,24,,,,,,,,,0.011747360229492188,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,2,0,24,,,,,,,,,0.03673386573791504,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,2,0,24,,,,,,,,,0.042246460914611816,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,2,0,24,,,,,,,,,0.10909640789031982,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,2,0,24,,,,,,,,,0.19229841232299805,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,2,0,24,,,,,,,,,0.03074932098388672,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,2,0,24,,,,,,,,,0.024559378623962402,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,2,0,24,,,,,,,,,0.02836000919342041,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,2,0,24,,,,,,,,,0.09676718711853027,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,2,0,24,,,,,,,,,0.06990957260131836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,2,0,24,,,,,,,,,0.05029499530792236,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,2,0,24,,,,,,,,,0.018686890602111816,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,2,0,24,,,,,,,,,0.01999354362487793,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,2,0,24,,,,,,,,,0.012956380844116211,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,2,0,24,,,,,,,,,0.022267818450927734,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,2,0,24,,,,,,,,,0.029666423797607422,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,2,0,24,,,,,,,,,0.004377603530883789,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,2,0,24,,,,,,,,,0.011049389839172363,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,2,0,24,,,,,,,,,0.005760550498962402,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,2,0,24,,,,,,,,,0.007441520690917969,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,2,0,24,,,,,,,,,0.07859718799591064,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,2,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,2,0,24,,,,,,,,,0.037848830223083496,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,3,0,24,,,,,,,,,0.007821798324584961,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,3,0,24,,,,,,,,,0.010432958602905273,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,3,0,24,,,,,,,,,0.01106417179107666,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,3,0,24,,,,,,,,,0.0007447004318237305,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,3,0,24,,,,,,,,,-0.0005116462707519531,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,3,0,24,,,,,,,,,0.051841020584106445,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,3,0,24,,,,,,,,,0.011736392974853516,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,3,0,24,,,,,,,,,-0.0013780593872070312,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,3,0,24,,,,,,,,,-0.0032569169998168945,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,3,0,24,,,,,,,,,0.005488395690917969,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,3,0,24,,,,,,,,,0.008393406867980957,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,3,0,24,,,,,,,,,0.014752388000488281,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,3,0,24,,,,,,,,,0.17247819900512695,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,3,0,24,,,,,,,,,0.22633934020996094,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,3,0,24,,,,,,,,,0.03618025779724121,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,3,0,24,,,,,,,,,0.034819841384887695,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,3,0,24,,,,,,,,,0.01502978801727295,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,3,0,24,,,,,,,,,0.1313852071762085,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,3,0,24,,,,,,,,,0.10487210750579834,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,3,0,24,,,,,,,,,0.07288599014282227,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,3,0,24,,,,,,,,,0.037424564361572266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,3,0,24,,,,,,,,,0.01498425006866455,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,3,0,24,,,,,,,,,0.010196328163146973,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,3,0,24,,,,,,,,,0.011325836181640625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,3,0,24,,,,,,,,,0.04918944835662842,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,3,0,24,,,,,,,,,0.03654825687408447,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,3,0,24,,,,,,,,,0.006436705589294434,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,3,0,24,,,,,,,,,0.0291750431060791,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,3,0,24,,,,,,,,,0.042436838150024414,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,3,0,24,,,,,,,,,0.08082354068756104,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,3,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,3,0,24,,,,,,,,,0.05407768487930298,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,4,0,24,,,,,,,,,0.004742741584777832,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,4,0,24,,,,,,,,,0.021476030349731445,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,4,0,24,,,,,,,,,0.007221579551696777,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,4,0,24,,,,,,,,,0.008336663246154785,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,4,0,24,,,,,,,,,0.0071561336517333984,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,4,0,24,,,,,,,,,0.044808387756347656,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,4,0,24,,,,,,,,,0.005967855453491211,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,4,0,24,,,,,,,,,0.00882720947265625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,4,0,24,,,,,,,,,0.0035247802734375,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,4,0,24,,,,,,,,,0.00020205974578857422,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,4,0,24,,,,,,,,,0.0019495487213134766,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,4,0,24,,,,,,,,,0.010127425193786621,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,4,0,24,,,,,,,,,0.04630720615386963,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,4,0,24,,,,,,,,,0.11684513092041016,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,4,0,24,,,,,,,,,0.007033228874206543,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,4,0,24,,,,,,,,,0.012867331504821777,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,4,0,24,,,,,,,,,0.01199495792388916,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,4,0,24,,,,,,,,,0.2104891538619995,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,4,0,24,,,,,,,,,0.1975877285003662,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,4,0,24,,,,,,,,,0.04103994369506836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,4,0,24,,,,,,,,,0.025483012199401855,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,4,0,24,,,,,,,,,0.011136174201965332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,4,0,24,,,,,,,,,0.011989831924438477,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,4,0,24,,,,,,,,,0.026744723320007324,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,4,0,24,,,,,,,,,0.013360023498535156,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,4,0,24,,,,,,,,,-0.0005098581314086914,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,4,0,24,,,,,,,,,0.006592869758605957,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,4,0,24,,,,,,,,,0.019562244415283203,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,4,0,24,,,,,,,,,0.033542633056640625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,4,0,24,,,,,,,,,0.09310078620910645,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,4,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,4,0,24,,,,,,,,,0.031759023666381836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,5,0,24,,,,,,,,,-0.0018000602722167969,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,5,0,24,,,,,,,,,0.015027284622192383,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,5,0,24,,,,,,,,,-0.0009683370590209961,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,5,0,24,,,,,,,,,0.0068694353103637695,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,5,0,24,,,,,,,,,0.0031278133392333984,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,5,0,24,,,,,,,,,0.0476151704788208,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,5,0,24,,,,,,,,,0.01148843765258789,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,5,0,24,,,,,,,,,0.009171724319458008,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,5,0,24,,,,,,,,,0.004518985748291016,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,5,0,24,,,,,,,,,0.008385658264160156,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,5,0,24,,,,,,,,,0.0050694942474365234,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,5,0,24,,,,,,,,,0.01645529270172119,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,5,0,24,,,,,,,,,0.13469386100769043,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,5,0,24,,,,,,,,,0.24171078205108643,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,5,0,24,,,,,,,,,0.015340089797973633,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,5,0,24,,,,,,,,,0.01562511920928955,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,5,0,24,,,,,,,,,0.012329816818237305,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,5,0,24,,,,,,,,,0.12478482723236084,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,5,0,24,,,,,,,,,0.11886024475097656,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,5,0,24,,,,,,,,,0.035346031188964844,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,5,0,24,,,,,,,,,0.008957743644714355,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,5,0,24,,,,,,,,,0.027553319931030273,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,5,0,24,,,,,,,,,0.022951722145080566,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,5,0,24,,,,,,,,,0.012425541877746582,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,5,0,24,,,,,,,,,0.003736257553100586,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,5,0,24,,,,,,,,,0.004941701889038086,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,5,0,24,,,,,,,,,0.028171658515930176,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,5,0,24,,,,,,,,,0.02235543727874756,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,5,0,24,,,,,,,,,0.02992236614227295,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,5,0,24,,,,,,,,,0.12261533737182617,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,5,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,5,0,24,,,,,,,,,0.04396897554397583,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,6,0,24,,,,,,,,,0.004276394844055176,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,6,0,24,,,,,,,,,0.01951467990875244,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,6,0,24,,,,,,,,,0.00773930549621582,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,6,0,24,,,,,,,,,0.00014078617095947266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,6,0,24,,,,,,,,,0.0052013397216796875,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,6,0,24,,,,,,,,,0.04512166976928711,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,6,0,24,,,,,,,,,0.01723456382751465,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,6,0,24,,,,,,,,,-0.0023851394653320312,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,6,0,24,,,,,,,,,0.001976609230041504,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,6,0,24,,,,,,,,,-0.0020236968994140625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,6,0,24,,,,,,,,,0.011535406112670898,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,6,0,24,,,,,,,,,0.03690993785858154,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,6,0,24,,,,,,,,,0.048743367195129395,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,6,0,24,,,,,,,,,0.13638675212860107,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,6,0,24,,,,,,,,,0.01535189151763916,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,6,0,24,,,,,,,,,0.016548991203308105,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,6,0,24,,,,,,,,,0.02341282367706299,0
