mlp_dropout,Seconds_mean,Seconds_std,Val_Pooled_F1_mean,Val_Pooled_F1_std,Val_Pooled_PRAUC_mean,Val_Pooled_PRAUC_std,Val_Macro_F1_mean,Val_Macro_F1_std,Val_Macro_PRAUC_mean,Val_Macro_PRAUC_std,OOT_Pooled_F1_mean,OOT_Pooled_F1_std,OOT_Pooled_PRAUC_mean,OOT_Pooled_PRAUC_std,OOT_Macro_F1_mean,OOT_Macro_F1_std,OOT_Macro_PRAUC_mean,OOT_Macro_PRAUC_std,n_seeds
0.4,38.13366666666667,1.5985819757939632,0.8643386666666667,0.010777236256728058,0.9356300000000001,0.015024008819220011,0.8044396666666667,0.008371732755728218,0.8809130000000001,0.011418001182343589,0.47102333333333335,0.012999170909459288,0.451959,0.03914564651401225,0.2579086666666667,0.008177955816298692,0.289828,0.014382712574476339,3
0.3,37.759,0.5243863079829564,0.8641909999999999,0.014389702290179602,0.934552,0.01153782297489433,0.811702,0.002973831367108784,0.880434,0.011821876035553718,0.482712,0.029180364082718346,0.4674496666666666,0.049436170658065055,0.262251,0.012272688254820151,0.304869,0.034290155263573825,3
0.2,37.160333333333334,0.7381871939646025,0.8649103333333333,0.015565278164341721,0.935924,0.012557460372224983,0.8047613333333333,0.023627252619238953,0.856512,0.0391053362982599,0.45999133333333336,0.0904445412080427,0.40161,0.14397367576400905,0.25173833333333334,0.04846652091220633,0.2673816666666667,0.08670022921153861,3
0.1,37.57566666666667,0.4656525886681342,0.8455476666666666,0.01045556035482237,0.9200526666666667,0.006140546094064739,0.7809076666666667,0.02847284666719038,0.8556223333333334,0.013163413931550285,0.40330366666666667,0.07981249617280076,0.40752933333333335,0.042821103878033465,0.21423533333333333,0.04439496066372097,0.28486066666666665,0.020988004200812743,3
